"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42"
"Petrogale_herberti",-0.0177216016707073,0.00687100281020323,-0.017940626597715,-0.00801555102782801,-0.020992878870337,-0.0124588915124285,-0.00750932088473091,-0.0106539326401873,0.0136846009922127,0.000408178340311694,0.00546467399317848,0.00920537178957384,0.00131577944264796,-0.0157900389168926,0.000296706374557055,0.00967835856135726,-0.0014638047763237,0.0061313073950397,-0.00639207903264407,-0.00627458137869014,0.00265966600982057,-0.00584170221522425,0.0017349597507851,0.00307497747329291,0.00541819772888201,0.00800125550885875,0.00160363550588292,-0.00286930797654025,-0.000400149279372418,-0.00126712357576387,0.00201150626564567,-0.00180780322377789,-0.00616202847022665,-0.000516915213451243,-0.0011152552276284,-0.000302325994951298,0.00098286946684296,6.43009617927112e-05,0.000661527836321957,-6.372183490922e-05,0.000371922772602457,-5.14688917428045e-05
"Petrogale_inornata",-0.0265116687290272,-0.0173424844044695,-0.0223261044496054,-0.00500328050822264,-0.0184942368420602,-0.0174620200482115,-0.00398987706092174,-0.0107919636171216,-0.00408346935724091,0.0106288994240839,-0.0147768727559947,-0.00380793234606666,0.0129217666571202,-0.00410856579167256,0.00754612071314291,0.00979333853377981,0.0034741822770074,0.000562596279643733,-0.00297352180943377,-0.00407046549338203,-0.00231779004057544,0.00128615838424898,0.000384740813494127,0.00244229585572593,0.000209114499030743,-0.00327588010626902,-0.00299219555248069,-0.00693949387347751,-0.00435096434356567,0.00718303158193966,-0.00120000732059075,0.000608112825002319,0.00366944095683907,9.02499398606012e-05,2.65342484642533e-05,0.00118477762202672,0.000498463196770471,-0.000609446401356598,0.000880595004063022,-0.000208492654562987,0.00035565792381485,0.000284299776100974
"Petrogale_penicillata",0.0211329749817573,-0.0131957043436909,-0.0256494078019464,-0.0312745610010069,0.0243899469836568,0.0137659999885422,-0.021397784375437,-0.00520809845408894,0.00948469204430595,0.013177946470691,0.0103879118610985,-0.0043186154530892,0.00126274840799964,-0.00675471898076353,0.00715909233261806,0.00406335119938009,-0.00444841813683816,0.00768333440075966,8.48597675147062e-05,0.00385774913118399,0.000962926766249939,0.00219323913593171,0.00835053196894978,0.0045829892149296,0.00428264279319083,-0.00242027803968395,-0.000323424697959011,0.000997247314436431,0.000836072759784401,-0.00305773407937612,-0.00177397723098692,0.00113720156961125,0.00260492704780075,-0.00249260569916091,-0.00349103183288822,-0.000619374435468982,-0.00117136408510854,0.00102135438313447,-0.00112456997982085,-0.00052397727376302,9.41261216453935e-05,0.000317112587724854
"Petrogale_persephone",0.0242992922490005,-0.00111079914322906,-0.021961297534377,0.0356265019482075,-0.0347227841617063,0.00535664287160784,0.00667423161270391,-0.0223489900990574,0.024418475647425,0.00115508210782105,-0.00394345198837843,0.00221273137105383,-0.00543700152217352,0.00379188345294171,0.00149581264570674,0.0110031428125158,-0.00878741040556219,-0.00518492438844741,-0.000768329326864199,-0.00405319747650976,0.00142351883514622,0.00280716663872421,0.00823457991786637,-0.00550209705034198,-0.00373649094042209,-0.00164761753860877,0.00326890665390182,0.00321146957676539,0.00146838450941226,0.00207133711735826,-0.0010484461995532,-0.00354912818178568,0.000518144005973113,0.00136830828877826,0.000676316226313871,-0.000397512222481113,0.00037552476822474,-0.000918698523952852,-0.00166627989359378,-0.000880981779690915,0.000431984141883862,-0.000426386267165936
"Petrogale_purpureicollis",-0.0234102121491822,0.00364398538833426,-0.0031937331834566,-0.0053728104204167,-0.00390825847441052,-0.0444342775055486,0.00151906717966471,-0.00406283611548587,-0.00349132147419057,0.00590918221587953,-0.0117452610372894,-0.00353983480796178,0.000887410008970802,-0.00880716967425909,0.0166181189268193,-0.0064995825466519,0.0026428028135881,0.00431762040262678,0.00759318843850304,0.00367475266903057,0.00236647279612694,0.0126085446112954,0.00233039696812964,0.00100619741930471,0.00381063713162226,0.00249809176502166,0.000672237107673843,0.00361800894900453,-0.0025333536851499,-0.00152424614794711,0.00422612757618754,0.00149589618313989,-0.000113949747348405,-0.000778466523827796,0.00147119424580714,-0.00172673345760408,0.000638154007023903,-0.00139774319047363,-0.0001547384124265,0.000420322608495935,-0.000352754289444202,-0.000395261828244583
"Petrogale_rothschildi",0.0139718913292595,0.0179090914186319,-0.0075937768757509,-0.0129976663556176,-0.0150598314133338,0.00370434353282556,-0.0210216923780981,0.000583714496672243,0.0207195126219815,-0.017815761728822,-0.00191196283979342,0.00312453714797653,0.0110494130483338,0.0224459424821726,0.00498743638169916,0.00320567628048378,0.00231039964630097,-0.00181236646079171,0.0048940532852568,0.00703737336070797,0.00765736964939214,0.00510280812842241,0.0021279672047301,0.00298656777115771,0.00327766347553624,-0.00417613339979164,0.0015808084658767,-0.004480383165394,0.0036574402746699,0.000160364325352632,-7.22168882227772e-06,0.000361721765390221,-1.19598930200562e-05,0.0011317020196248,-0.000324401177037481,-0.000267443692527807,-0.00109814489772593,9.05879388738003e-05,0.000888604410808733,0.00093828700312218,0.000415795607887996,-0.000396430609453183
"Potorous_gilbertii",-0.0690251436361851,-0.0803717445137842,-0.0438389480440041,-0.0100135332105207,-0.0130178196953123,0.00760454825710913,0.01491431930773,-0.0145108406559134,-0.0113512964380105,0.00455416575138978,-0.0160135312033308,-0.00537706438319568,-0.0118838649884784,0.0120514405308183,-0.00195093270724635,-0.00354067229955991,0.000194814856497255,0.00695071457326417,0.000107223657013181,-0.00268399469633445,0.000175466080144221,8.95059880735144e-06,-0.00503555888679586,-0.000618483362284523,0.00314444109900351,-0.00318026407534268,-0.00263750092830987,0.000504730393125113,-0.000861962672795731,0.00142555558267442,-0.00226538856105208,0.000113888408495835,-0.00370738162133372,0.00126606036314665,-0.000593399585808067,-0.00107008757967746,-0.00108364798403601,-0.000676688133689635,-0.00141657607591429,0.000656252859901405,-0.000228501568578536,0.000654163539199217
"Potorous_tridactylus",-0.0916449341217677,-0.0679932408775494,-0.0374381371389757,-0.00512464887391995,-0.0124219233920997,0.00648414787375718,0.00968417942247341,-0.00873423632528125,0.0062628809887518,-0.0156986716931901,0.00409915275309367,-0.0115409633882298,-0.00619596926009164,0.0107166782554394,-0.000157254115807429,-0.00424271241907801,0.0100325340554327,-0.00194430412759619,0.00154783835114818,0.00415515380015581,0.00381422823702523,-0.00722669318940723,-0.00126961563480442,-0.00112997410637814,-0.00258765879045546,0.00111256086066752,-0.00135806652055784,0.00398910459299532,-0.00120302055779125,-0.00110821510401858,0.00483756280214788,-0.000310230911122961,0.00217786266472982,-0.00150286481767859,0.000282398767602148,-0.000751833139454852,-0.000314562087854395,0.0010024507181168,0.00104030581085334,-0.00111568038533205,0.000507121971798865,-0.000131132395245694
"Rhizosthenurus_flanneryi",0.00996909550194794,0.0331903407190422,0.00819288265811867,0.00218208010895903,0.0076455991696309,0.00141795955658094,0.00492530366584582,-0.00524432550660377,-0.00740042392978987,-0.0105408834515706,0.00414207873722805,0.00907476941560999,0.00707599480175299,0.0126177180620064,-0.0103516330782618,-0.0290226838201362,-0.00259755154936227,0.00465157572253912,-0.000669463252055928,-0.00312993431966119,0.000431309596231306,-0.00386218076595392,0.0109851169173805,0.000600434590520532,0.004336807081018,0.00451388046415022,-0.00136552030567,-0.00271645885013768,-0.00427402729361423,4.7186947633574e-05,0.000199716043950884,-0.00300288603865004,0.00214248813368426,0.000485379391379156,0.000323474074814678,0.000291101134522375,-0.000212734088352076,-0.000760100823981842,-0.00052506971567267,-0.000112564366625469,-1.07457936706815e-05,0.000158790657502229
"Setonix_brachyurus",0.00148108739906284,0.0468439079230369,0.0176022598684771,0.00274748970633265,0.0116115597654505,0.0376300913329559,0.00812975719956662,-0.00788853600478404,-0.00636509281290188,-0.0135565716668477,-0.0134291283332382,0.000202492510755598,-0.0259967255380894,-0.00875035141924378,0.00449244201950106,-0.0033843751569169,-0.000512563613227605,-0.00316041328550812,-0.0034271741140232,0.00280152433360567,-0.000309163495112991,0.00569871554231478,-0.00255148609865352,-0.00114625813134825,-0.00381992314878742,0.00548058371042917,0.00145946764608715,-0.00327929629928688,-0.00422421570860492,0.00149590246631039,-0.00341941775496905,0.00132165417089207,0.000756417285233683,-0.00114697463909092,-0.000978676856989052,-0.00245224481009276,0.000133565350634853,0.000301139525571008,0.000560075185056104,-0.000203687054583743,0.000663093421633271,-0.000137087753859039
"Thylogale_billardierii",0.0724549314884315,-0.0235529885362698,-0.0107342297868831,-0.0263936448083206,0.0166328763504789,0.0364788485420954,-0.0257160455530716,0.00478842641605811,0.000194380946662552,0.012171951605878,-0.00226052197376596,0.0127346062519015,0.00242456511648024,0.00419961902152378,0.000242433893647342,-0.00102546839391047,-0.00134555160035698,0.00539816554952694,-0.00286136943030313,0.00230783328931349,0.000930983926667752,0.000993753387307621,-0.000634607281459486,0.00297520796653787,-0.00182263886890157,0.00182576938716391,-0.00320408675810818,0.000746959567363415,0.00225706103065282,0.00205896640362201,0.00357210184571174,0.00331250786089174,-0.00105120187820113,-0.000350909693635717,0.00300210029493081,0.00104186758960102,0.00186128079254389,-0.000626780917136749,-0.000297894873679383,-0.000975450973540434,0.000557718249469355,0.00037007215253957
"Thylogale_stigmatica",0.0399712219190376,0.0347672940791101,-0.00926518465625862,0.0136951746588559,-0.00603535581144876,0.000586666659243496,-0.00470721933875942,-0.00878568367220147,0.0165385345375043,0.0129694223935731,0.0173882490344948,-0.00446916851247593,0.003937243481997,0.0118967802163973,0.0118605246907598,-0.00092701195315832,0.0059470823866714,-0.00463270977450669,0.0104130339611151,-0.00289082854201712,-0.0109007187206116,-0.00382974303546679,-0.00801156446928356,0.00248997811350697,0.00364195265943784,0.00534958893538211,-0.00354358753220093,0.00448578156264548,0.00110450394309501,0.000611053791376204,-0.00337515521562386,-0.0018045880328802,0.000648368018974227,-0.000634463759034506,-0.000649311888021605,-0.000496053250852557,0.000212169755806434,-0.00123580798266737,0.000778712837245532,0.000244286512690362,0.000344353378722556,0.000173041008740786
"Wallabia_bicolor",0.0521246579533547,-0.00112343294794291,0.00167639424120922,-0.00712894968501807,0.0208665953709473,0.0127474480015586,0.0115901276589108,0.0012812385407624,0.0145546045249081,-0.00739873241969155,0.00684366584936192,-0.00603973351669774,-0.00991070900694148,-0.00403537158032633,0.0116233243511138,-0.00457595450344416,0.00543838513891567,-0.000874807086257825,0.000143804746998102,-0.0095508493195678,-0.00434883707194934,-0.00147178598825606,0.00121112010542908,0.00719118585499438,-0.00498561702496232,0.00106397965881575,-0.00149424721489325,-0.000364283636307575,0.00112815201549885,0.00588559803155283,0.00441079088967968,0.00128584562091814,-1.55990789444001e-05,0.00098065027817633,-0.00125924128936785,0.000717713983998466,-0.000775750082056131,0.000575111749031321,-0.000932852710047082,0.000322812797979979,-0.0010192196265932,-0.000523601984383717
