"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42"
"Macropus_parma",0.0356341193377036,-0.00234990222873858,0.013586149534498,-0.0403817506185101,0.024261728212427,0.0363420344999528,-0.0029942220462201,0.00627394987934144,-0.00120330601038867,-0.0067751659230113,-0.000608784818230959,-0.0111486890165551,0.0147881553864265,-0.00800324891054862,-0.00145412221036124,0.0157003974912617,-0.0027804132450403,0.00604170255341764,-7.50519863804373e-06,0.00433204296004146,0.00130295432355461,-0.00385937316533802,0.000842676747198938,-0.00417270277347367,-0.000528294605474574,0.00322434289626726,-0.00174147567652708,0.00477022515107131,-0.00442062173141048,-0.000324149778903516,-0.00105763574600234,-0.00195443467585623,0.00202263854017886,0.00261123796737413,0.00149431669025927,-0.000996977347806121,0.000530405876456923,0.000154292392559864,-0.000182410895250918,0.0011816302892235,-0.000172710162863395,5.14340164859597e-05
"Macropus_parryi",0.0351476795150149,-0.0187206051894131,0.0225232233976897,-0.00867785395949353,-0.0238749651878378,-0.0182556767536861,-0.00431935903406476,-0.0273588381213634,0.000749478426069237,0.0108722150952501,-0.0101905439108698,0.000204801187679879,2.93123909003062e-05,-0.0134377544207456,-0.0119506467270279,-0.00524836451414673,-0.00104524974225741,0.00503473911436391,0.00179810403619142,-0.0073523295574093,-0.00226774449893317,0.000176019274731573,-0.00302462418434853,0.00188160632920879,-0.0031681425682554,0.00233415035850763,0.000370096199158532,0.00096722317321506,0.00179035574433064,-0.00300111468862839,0.00119565605180333,0.00096884855919977,0.00203878520605352,0.00168310846003811,0.000953512060072676,0.00101565500444004,-0.00308197321191907,0.00117054709447752,0.000135637300051313,0.000866337837450522,0.000999184973075056,-0.000184427570041465
"Macropus_robustus",0.00138234316541316,-0.00192793860590711,0.0115540548921445,-0.0279502321549355,-0.0187331051634781,-0.00398724122418269,0.0130508618600197,-0.00737534824405107,-0.00279209580498231,-0.00891781637032058,-0.0082687822606277,-0.02056755242641,0.00234669399312731,-0.012079461901098,-0.0124676870604905,-0.00863221795440107,-0.00912696947535267,-0.000768265479618683,0.0141507839206498,0.00986395508885046,-0.00253065791293697,-0.00117112121953314,-2.84356142472084e-05,0.00932195936758831,-0.000468409775868781,-0.00213772454245109,-3.55491817910004e-05,-0.000473961795977403,0.00248527478124096,0.00115021042163746,-0.0026910711445438,-0.00101285692712989,-0.00185437697966776,0.001825178872097,-0.000326469535927044,0.000466201771170444,0.0022419336776446,0.000473114690129872,0.00025612614457997,-0.000823229703985614,-0.00012887576178449,-0.000205853232644837
"Macropus_rufogriseus",0.0446917091370188,-0.0283729718473257,0.0305191278539871,-0.0152542577447645,-0.00686589218693587,-0.0128442792342463,0.00170142062745739,-0.0109806321766884,-0.00982712619677912,0.00400564097953248,0.000155261457989108,0.00387728375768027,0.00324478011926711,-0.0100628502520718,-0.00682953442768269,0.00337220830935873,0.00346399392756011,-0.000232019426912228,0.00502812959528586,0.00266991513862313,-0.00180701106001412,0.00275459333657926,0.00146401149132539,-0.00970943288238979,-0.00182835433177731,-0.0021592498327479,-0.00680556399831499,-0.000183316551565439,-0.000612162784306613,-0.000670780778986969,-0.000759739528499054,-0.0022736977402344,-0.000764874245719989,-0.00379073976583877,-0.000753224565274604,0.00176313395073617,-0.00105078891302875,-0.000815459100419555,0.00043553765140123,-0.000581047521550332,-0.000462389965765336,-0.000325565624332984
"Macropus_rufus",0.0455351656547512,-0.0385751113654032,0.0184757835079228,0.00679775953416101,-0.0123425205992327,-0.0110131495351955,0.0518870102116776,0.000432756753629176,-0.00965931530248173,0.000959351063456615,-0.00516426100167633,-0.00309979102806312,-0.000603372422299934,0.00121817569579047,-0.00197000265970025,0.00959962941879268,0.00453365493922026,-0.0153618262581269,-0.0131770974615076,0.00326763925764662,-0.00261893864527763,-0.00265133461508187,0.0077492723165491,0.00888302332806455,0.00428139051151013,0.00143828770109049,0.00187646049204529,0.00114661746865244,0.000907097581276377,-0.0031594281042294,-0.0005314826038688,0.00161619459309522,0.00139006137691651,-0.00072309225919508,0.000778251726693681,0.000159944566904689,0.000215544487669079,-0.000453259218053427,0.000189598562846139,0.000341805319970303,-0.000173096144258229,0.000257917031461219
"Nambaroo_gillespieae",0.0269164139374971,-0.00394271283088084,-0.0411740121929434,0.0567640453881613,0.0129631676689593,-0.0117735450990454,-0.00946604922501717,0.015806781045332,-0.0145742043792205,-0.0128606644181234,-0.00245355524858463,-7.28052848268143e-05,0.00702151798224733,-0.00262909689299912,-0.00292716243673847,0.00242202858678158,0.00323067890416965,0.0056486507691432,-0.00685219987327973,0.0109026016858656,-0.0112555081239216,0.00439530697261098,0.00156222185370006,0.000347628377676831,-0.0065440100960961,0.000809448277859338,-0.00281590577114444,-0.00219191321768257,0.00327882492245984,-0.00100976534495172,0.00348736227555202,-0.0036424360725589,-0.000721230137155509,0.00127308307272731,-0.00107197341703679,-0.00128739654999645,-0.000473017006140704,-2.35944248910438e-05,0.000154443334010453,0.000189877777502458,0.000122514672700043,0.000336087499837863
"Onychogalea_fraenata",0.0448976609503002,-0.0147109470395563,-0.0276763065445877,-0.0367879733689594,-0.0221979894861327,-0.0118992093661465,-0.0101781534937295,0.0264617350540999,-0.00532128748400527,-0.0114270491535293,0.0115237607992873,0.0198755506348801,-0.00803695125629248,0.00716493046821256,-0.00711115969826497,0.00587726546075998,0.00687929344232288,-0.00521145432676039,0.0061926341558415,-0.00594337947653936,-0.00266858807109197,0.0074609731253919,0.00235767495244947,0.00438379001748,-0.0026414798574719,-0.00273203892845636,0.0012719943928861,0.00234112216487234,-0.00686748439819575,-0.00049532855862012,-0.00160330251984203,-0.0018894549586977,-0.00203220209218344,0.000257713822489564,0.000662035191004426,0.000221021797118335,-0.000125379413246192,0.00155877380689822,0.000372462508882337,-6.72005238263403e-05,-0.000124126016210685,0.000132942438633701
"Onychogalea_lunata",0.0222173275302585,0.00825194211633366,-0.00921666253079165,-0.0115576090866694,-0.0542702368098264,0.0106679366887165,-0.00301681201413313,0.0298449291003468,-0.0275315220516755,0.0175909151185508,0.000540929688351925,0.0150329502896635,-0.0227397824441091,-0.00180569008802315,0.00718059590715934,0.00015660510795092,-0.00131673033582339,0.00196556915996083,0.0076828699167192,0.00905694331154774,0.00101708197929392,-0.00787823002810927,-2.11605456049414e-05,-0.00130419096725913,-0.00064900194485408,0.00141272907641495,0.00451930670277091,-0.000841231283390864,0.00235135865018919,0.000652887026832877,0.000857245563647977,-0.000298095489031193,0.00177723083782289,-0.000253534322624455,-0.000599448007922048,0.00121511776740442,-0.0002645400659983,-0.000899443269415886,-0.000425009995358533,0.000635759463629914,0.000104338130077642,-5.98014692149875e-05
"Onychogalea_unguifera",-0.00669856770084681,0.00211268378033027,-0.0426397509911253,-0.0377973829250559,-0.0308637213783252,-0.00238096428668192,0.0175489739416909,0.0224684855676168,0.0127772778354652,-0.0156487993333571,0.00757830414863397,-0.00420003773994874,0.000759264758480386,0.000598306684832213,-0.000222861308619726,-0.00148058594230133,-0.00817996011599157,-0.000141892389141267,-0.0101747854633732,-0.000396597296438999,-0.00172410145223653,0.00737602483016465,-0.0101752195875887,-0.00515752634604219,0.00482124440371861,0.00622601278671546,-0.00216754689160842,-0.00329936004364374,0.00264332665365519,-0.00243959106690334,-0.00125411140080284,0.000212155883022278,0.00231710683987295,0.000619436389878087,0.000790711682130594,0.00108979980001756,-0.000429456242912256,0.000274662840950177,-0.000586301675276544,-0.000651569421277893,-0.000549378919273948,-0.000206505959577558
"Petrogale_assimilis",-0.0329851916399079,0.00898043918016943,0.00895366338894475,0.0133776566940668,-0.0265161043681203,0.00695681986116368,-0.0254312706342695,-0.0289808370494703,0.0171727808406427,0.00176062554857999,0.0290173040141753,-0.000498006651996235,-0.0131077905021971,-0.00153175845932697,-0.0131801913282289,-0.000284048958976692,-0.00866246683360104,0.00161083282928086,-0.00646565259724156,0.00324086598891541,0.000426069388134023,0.00167378149410237,-0.00238900982547727,0.00291053980727299,-0.00493553518676146,-0.00422961461459751,0.000846525396769837,-0.000387945057559518,-0.0027730405576467,-0.00244465753344,0.00131508937781522,0.00203942542674511,0.00120480403298553,0.000387804158005799,-1.2803872681938e-05,-3.84616656039602e-05,0.000561849086621768,-0.00162134039714295,0.000958405445642355,0.000516627499419256,-0.000829033539149377,0.000329650685086694
"Petrogale_brachyotis",0.053574292570172,-0.00093085681014151,0.0505855202784064,0.0317095506905258,-0.00583113054474722,-0.00831257038429535,-0.00889827337628133,-0.0150706506080427,-0.0132045158386615,0.000649049027909929,-0.00459044018877165,-0.00687743204108701,-0.00725190392170516,0.0139766426860923,0.0192604890579988,0.00166574669679876,-0.00116246248774695,0.0149327472612174,-0.00970281263154721,0.00274431577578082,0.000846574025108283,-0.00344335933720043,-0.00473440050923704,0.00178897194669693,0.00252366216979943,-0.00326793432564726,0.00270282373957613,0.000356562394579078,-0.00236447312158482,-0.00133584721092657,-0.00106264600489089,-0.00300330072824563,-0.000245119925967538,-8.16451834897674e-05,0.000868734461751616,0.00131558779152046,0.000570476622039075,0.00149496216352204,0.000331440137765798,-0.000410401606043943,-0.00044472055582704,-0.000357552045184706
"Petrogale_burbigei",0.0043894981583353,0.024262703034807,-0.0260003852856747,0.00284558979108986,-0.0235718974519929,0.0239233223415422,-0.0347310876949607,-0.0166872748656363,0.00101766478847447,0.013050864968951,-0.0231395265563141,-0.00189838839706971,0.0112471815318835,0.00315390211778903,-0.00140074810219231,-0.00881707113570081,-0.000753569790790642,-0.0168302553584651,-0.00346839469972174,0.000845515902993172,-0.00192204489754522,-0.00162491791095385,-0.00175104609827427,-0.00388602303489511,-0.000512050046074923,-9.11633127796815e-05,-0.000918608855540886,-0.000419268726653661,-0.000668124203987117,-0.00175658520477147,0.00180280662946924,-0.000299496414217116,-0.000920157394420451,-0.00240041135272501,-0.00040579965025035,0.000234917820726643,0.00179898709169612,0.00167207033252304,-0.000730874678516628,0.00103754038611909,-0.000455640126559607,-6.24999433991372e-05
