"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39"
"Macropus_rufus",0.0624870373085034,0.0146317633913015,0.00797095032510742,-0.0182893030722467,-0.0228785474430654,-0.00199551514369464,-0.000462632742218852,0.00730319948654915,0.0255889606990546,0.0156746491890383,0.0126870488067449,0.00521581722905649,0.00735798750183455,0.000413873576894962,-0.00602598988548546,-0.00849129416271958,-0.00465739151621461,-0.00511657075267218,-0.00521334430176059,-0.00237979971743773,-0.00163535287646957,0.00232915731008885,-0.00541073604493812,-0.00318292744100429,0.00523595422488913,-0.0013832504783998,-0.000808282499551906,-0.00467730342621663,-0.000735005588701789,0.000915967704533925,-0.000869504566641277,-0.000420289406824623,-9.52653259497882e-05,-0.000490114155462783,-0.000333425397376122,0.000697816176200328,-0.00030839003924064,0.000346947224030973,0.000128475667933904
"Onychogalea_fraenata",0.00364746114505401,0.0355098957949796,-0.000965167340373654,0.00893347425443349,-0.00708660423473313,0.0342597375597951,-0.000712404832459361,-0.00793205586759111,-0.00706720848147792,0.00897207471123839,0.0125686944734382,5.89521638701558e-05,0.00499854901732626,0.00486873402021377,0.0104175920262544,-0.00820800858064168,0.00165552532288444,0.0103465602764479,-8.23571032568784e-05,-0.00963986519022262,0.000993583672306255,0.000441274703520912,-0.00401398243009964,0.0029620749952927,-0.000732846930013952,0.000543041884891766,-0.000392513532627785,0.00180437073170551,0.00033572984943953,-0.00108598206910559,0.00146371230001757,0.00131368990790067,-0.000552377087163594,0.0008482533628252,-4.02560111705375e-06,0.00142653349041127,0.000483459287123568,-0.000163058380165386,0.000285439726315568
"Onychogalea_unguifera",0.0421334437082888,-0.00480104463445993,0.000523376942431853,-0.00565276749247141,-0.0250290513650402,0.0273307112467763,0.0241559530586473,-0.00568547094889355,0.0209792098319283,0.0009869336549572,0.0178737033691116,0.00885288240210936,-0.00812435304532242,-0.00148171933916616,0.00479444776589674,0.0131252979520157,-0.00385514388699239,0.00616843557691158,-0.00732293695204663,0.00395651198413441,0.00255348646141269,0.00247461685329781,0.00326870455949886,-0.00350842701638163,-0.00364185791041946,6.5293045235228e-05,-0.000158002559761424,0.00182113572980059,0.000475842185025397,-0.000174613295002914,-0.000533147842174987,-0.00105217460235093,-0.000218643812259536,0.000273063295616692,0.000342624410572727,-0.00100417576504531,0.00028528495311119,5.5011522172604e-05,-0.000184670042139013
"Petrogale_assimilis",-0.000141092465199581,-0.0109949514339874,-0.00323442047578754,0.0205781562935703,0.00986412730368154,-0.00441573205625853,0.0206952460459237,0.00720276508042622,-0.0101804647799958,-0.000150170362721513,0.000263549196146053,-0.00482461814218618,-0.00303225583144424,-0.0121522400060754,0.00264719820195713,-0.000818846547653358,-0.00178374616069533,0.00377097121688589,-0.00210657447248439,-0.0043764249244634,-0.00132977442874363,0.00733817594520312,0.00250575728164387,0.00234641458405241,0.00294155866161324,0.00164338045561288,-0.00168948140677697,-0.00215642412488026,-0.000166712308865192,-0.00193681167628785,0.000355260122158452,0.000598369397078238,0.000742763904013145,-0.00260971960039352,0.000552418379228167,-0.00101312843878332,0.000463710435447016,-1.96704533448933e-05,0.000528033019261744
"Petrogale_brachyotis",-0.00352902264391845,-0.00658552811189468,-0.0146941698062157,0.0148436399518923,-0.00167352007302409,-0.0152391291658709,-0.0131885828518603,0.0125451093207364,0.000262408077978232,0.00845151852316987,-0.00795153464864517,-0.0133485318910266,0.00117963940612088,0.00777734678124975,-0.00712142981638724,0.0138523331627484,-0.00740821565941557,0.0016950954648931,-0.00385637692085123,-0.0087540588671199,0.000663375768994944,0.00577041902913362,-0.00224995942840506,0.00276353639240388,0.00143124697496153,0.00028981938761703,0.00166179291214238,0.00100006294486271,0.00232956483790092,-0.000981272884090626,-0.00185420689017707,-0.000983332430659942,0.000642146291755715,0.00206840862880717,0.00040911411382083,-0.000300810388952777,0.000215052114491426,0.0002774318239768,0.000206095325166301
"Petrogale_burbigei",-0.0139632112252566,-0.0270897731970159,0.0229817372816802,0.0207903650125518,0.0233016406425169,-0.0174973421981821,0.0213371632201943,-0.00116031546018479,0.00250744739924979,-0.00947723631738991,0.0115798920950602,-0.000299748396407053,-0.0080408800630709,0.00144126082410105,-0.00597708305882548,-0.0113505433716744,0.00640544798207481,-0.00407686658676513,0.00232152575967174,-0.00191939777293943,-0.00505644856086116,0.00576660253897252,-0.00034119783758601,-0.00379857004896593,-0.00541080916691567,-0.00447343295410902,-0.00233657865512318,0.000811047778660706,0.00280118981150414,0.000555004978388549,-0.000839691389729788,0.00058088966510485,0.000788440402029641,0.00095649586916502,-4.96781509649678e-05,0.000646270280931845,0.000150450561833618,0.000250690632594222,3.83873908902681e-05
"Petrogale_herberti",0.00994233998504269,-0.0471421824399301,-0.00650675869888116,0.00255945164772516,-0.0174918901365842,0.00221835395193268,0.0081929555447685,0.000265364775858352,-0.0196636545317853,0.0018343746079006,0.00492750374074704,-0.00412276464829592,0.0192534681453332,-0.00448882950463,0.00136396419385362,0.00279601651847872,-0.00393475168013408,-0.00525929328555786,0.00183533097136593,0.00139525881247213,-0.00502493295982597,-0.00247832819505094,0.0023547277440758,0.00370928698185761,0.000948244051623451,-0.00112949069378361,-0.00234364367275798,0.000632942790264424,0.00356889055400332,0.000143734287571866,0.000275513574030078,-0.000964477405967963,-0.00234223498466486,-0.000542860680174893,-6.04770923325261e-05,0.00048243252177527,-0.000114757902233196,0.000385052700396038,-0.000151219117192859
"Petrogale_inornata",0.0295190696165799,-0.0529749488517064,-0.00659278501214366,-0.0183839858933432,0.0125499337295204,0.0129035167854203,-0.0253765046299909,-0.00251686986019377,-0.00848466944992557,-0.00922874877942609,0.00908977721891025,0.00833618660669233,0.00736019005408555,-0.00844397423723805,-0.00488017086699145,0.00838734286618805,0.0123006120876309,-0.00155623596657712,0.00152709098673563,-0.00946678059088556,0.00819872095803818,0.00268165628186947,-0.00134088923292141,-0.00240739009675213,-0.00223110095541023,0.0032647608513779,-0.000196065315968674,-0.00221951799681408,-0.000785389133784634,0.000189556673206009,-0.000785042101167369,0.00118806531561165,0.000108820437095682,6.22536592210571e-05,-0.000572902187268746,-0.000332936306949422,-4.75124441513991e-05,0.000175709155108476,-7.9231224587392e-05
"Petrogale_l_lateralis",0.0374551771651042,-0.0426307184113513,-0.00338598522746698,0.0177417735668789,-0.00490815945045723,-0.00968021510972619,0.00389826126976905,-0.0191983093665983,-0.00506962662918158,-0.00228798377882378,-0.0213955434555546,-0.00212571465583458,0.00162309494309249,-0.00441634309123271,0.00213325572574594,-0.00247334242977078,-0.00541993764011285,0.00922460634684535,-0.00115885826518577,0.00145018527095564,0.00401062803909544,0.00573753124044053,0.00158892059639972,-0.00723462417865594,0.00138938992157471,-0.0011551308620018,0.00474924282955077,0.000282582216251787,-0.000638589914854611,-0.000111707695470829,0.00149895276359747,-0.000229980104287638,-0.000922304231103868,-1.76343076878559e-05,-0.00087615167888744,0.00110409086800168,-9.96101779111874e-05,1.82116276926052e-05,-6.99747429151635e-05
"Petrogale_penicillata",0.00841149089029364,-0.0402934625170216,0.000378135987900529,-0.00218956758981072,0.00274080030588838,-0.00884482309770485,0.00679016063731643,0.00108180873452388,0.00170454504814303,0.00508273273540822,0.0110294792899525,-0.00175754580779475,0.00687309489410144,0.00425830249943002,0.00391126547857107,-0.00652753302989786,0.001595208220049,0.00550936933387966,-0.00383396570485292,0.00308849836909468,-0.00676201085871607,-0.00155202740731217,0.00306862870268466,0.00322856570048374,0.00459446496303402,0.00521767080635763,0.00161001269160083,0.00268473377980997,-0.000289431164137181,0.00242067289358223,-0.00124881928323489,0.00110338409501001,0.00155741008829997,0.000522366477798831,-0.00176884494019737,-0.000556689637174065,-0.000157270935104822,-0.000354276837777232,-0.000213993007556305
"Petrogale_persephone",0.0276697483705825,-0.0402979283723242,0.00134210588743563,-0.00961143117814026,-0.000224425489813022,0.00503638523025928,0.00456015225540472,0.00535678615405773,-0.0132759249561572,-0.000407467226845986,0.00218565968835867,-0.0144711022306833,-0.00169439273879857,0.0107587402740797,-0.0011916490855632,-0.0101177938175719,-0.00348994868144311,-0.00033103943799526,-0.00405828163258938,0.00186424743046752,0.00613332235566459,-0.00700578451195946,-0.005281930343079,0.00146699817732104,-0.00251277316528989,-0.00276949875589656,-0.00156356868174877,0.000249458700093856,-0.00271175933605555,-0.0022972449275076,0.00186050016928875,-0.000270499281950088,0.00011040193137549,0.000241922478881088,-0.000336314517120909,-0.00145078675740254,-0.000165665735757213,0.000534596787477712,-0.000137277872898084
"Petrogale_purpureicollis",0.00130409016996275,-0.0264999651284743,0.00816812214821098,0.0239333115529333,0.0288284186470598,-0.00685906891020934,-0.0200246464133787,-0.022276445908471,0.0126168697722999,0.00533193449867234,-0.00216603109903386,0.0128121045174124,0.00552137883705661,0.00941091599689698,0.00854414190109987,0.00663019689257837,0.00435797755837879,8.93361427979075e-05,-0.00276369871027715,0.00402519329539153,0.00349962920515819,-0.000887432146911586,-0.00159220145859214,0.00310653968793297,0.00210755091610869,-0.00688918447270232,-0.00288031092637764,0.00136415650737959,-0.000800176616834571,0.000322341590122727,-0.000792375285507611,-0.00129777101614026,0.000642107156537919,-0.00113914198227488,-0.000105184061638013,0.000216856181429813,0.000277016879405028,-0.000306207067833772,0.000210927266323485
"Petrogale_rothschildi",0.000779393471940678,-0.0297549887377819,0.000501909253004778,0.0171163672711669,0.0202329534106113,-0.00702038365858343,0.0172216822784446,0.0105082424494883,0.0112736620422867,0.0169463923515938,0.0022876324050797,-0.00640848345598617,-0.00271098392112123,9.69363269109426e-05,-0.00187291607474472,0.0117659778696404,0.00217611313885842,0.00732304403291755,0.00738363245122725,0.00210895124374618,-0.00208830950316242,-0.00534290078696505,-0.00316245828808719,0.00114873947067827,-0.00165752024025954,0.00265054376696595,0.000438098864157482,-0.0023419723847641,-0.00157661480648834,0.000134998587819531,0.00215066916688451,-0.000225319944449306,0.00129735657031756,-7.5685554496753e-05,0.00114970599645792,0.00129337855180201,-0.000520076873589416,5.5657445444754e-05,-0.000164578802770759
"Petrogale_xanthorpus_celeris",0.0108601212878337,-0.016252348989726,-0.00399188057793923,-0.00478122698194114,0.0255320583847834,0.0143051586315275,0.00181729324369711,-0.00551681708730353,0.0201248194235336,0.0136655544238514,-0.0168175750321475,0.00829980961125505,0.000578777764745679,-0.00359487751459024,0.00856518162814061,-0.000560738813206305,-0.00893528731536999,-0.0131245953917276,0.00510558087376475,7.27760430849649e-05,-0.00116798170110551,0.000514328593741283,-0.00252243416551194,-0.000899177194823353,-0.000841112339618876,0.00357820160612135,-0.00259453696023795,0.000418563152510082,0.00190212719388996,-0.00220848312050191,0.000511393941240086,0.00154094607487855,-0.000387754740128207,0.000681974539719481,1.54198598417856e-05,-0.000532409699251181,-0.000208584784847406,-0.00050202363508992,-0.000170832382640099
