"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41"
"Macropus_parma",0.0227280997802653,0.0209842493869827,-0.0142934137459421,0.00757997406872391,-0.00867914470523798,-0.000159114559254287,-0.00243188495931989,-0.00557442278617307,0.00412383639880996,0.00426097637680421,-0.00657100882782214,-0.00108098366683026,-0.00708078909655352,0.00266296887033908,-0.00255739359292314,0.00841394289834823,6.18128099085701e-05,-0.00345871026140943,-0.00684201566567856,-0.00451550565570015,-0.00628352993142485,0.00349848987352517,0.00107212890544449,0.00912801194220512,-0.00342025164907176,0.000733149581550163,-0.000183455381283736,0.000405166921376523,-0.00175174872716333,-0.00147991008850273,0.00156985611452468,0.00112966499253641,-0.00042394435876534,-0.00111895735030386,-3.30024832609447e-05,0.000406788720019135,0.000145424786048159,0.000376516130479627,-0.000430282444238633,0.000909010591315338,0.000388014985758144
"Macropus_parryi",0.0280506051612987,0.00684798377918489,-0.0256762306208313,0.0271039878928161,-0.0102647148951974,0.0417839892041886,-0.000978314679796936,-0.0244114092985426,-0.0128807926173006,0.0128102857932398,0.0143679255580536,0.0139769439139782,-0.00235188908547959,0.00726325439831231,0.00150607409871187,-0.00977929251630875,0.000965900023103287,0.00237649693226541,-0.00570771835720888,0.000891113020081244,-0.00131328916870998,-0.00269790076074821,0.00301800532396772,-0.00587705262911737,-0.00175316261203984,0.003040767665428,-0.00151032811916647,0.00210365149480851,0.00238396137356214,-0.000385184127585443,0.00170262938712781,0.000464755805262252,-0.0011356359046436,-0.000492657980918082,-6.88908642697021e-06,0.000116100846811945,-0.000347923867274909,-0.001599909022927,0.000255416900861776,-0.000493293102200125,0.000326055397275739
"Macropus_robustus",0.0667706905766317,-0.0161790146803978,0.00411191160463948,-0.0139766009674792,0.00645362128793372,-0.0195817711331278,-0.000630228927497035,0.0151623767292682,-0.00668508852671361,0.00189626951783494,0.00180804206351054,-0.000527506226838722,0.00684776670339643,0.0050300278437781,-0.00249109128065112,-0.0136011597683884,-0.000302464086092223,-0.00113460144240368,-0.00923058972288266,0.0015839577630204,-0.00400426064029736,0.00811796332370593,0.00530577640134815,-0.00401797105084618,0.00392732863171465,0.000800113523229126,-0.00480645397572093,0.00295911581519596,-0.000172819859620862,0.00279231643483122,0.00186259228403745,-0.000546887934068345,0.00185001648392467,-0.00107161805042769,-0.000154703910944587,-0.000334432184719507,0.000793116103819953,0.000351546843120496,-0.00152318302225267,0.000341447211645919,-8.59665432991814e-06
"Macropus_rufogriseus",0.0499832635323775,0.00185412768385943,-0.0147202030995155,0.0180168283366244,0.00793098496891062,0.00503729765202077,-0.00844627010856404,-0.00508334140589177,0.00579835904764391,-0.00149709748867556,0.00133832263191906,-0.000478746037275553,-0.000185768019830952,-0.00254452104848101,-0.00393440894016298,-0.00195884710271969,0.000200947933648364,0.00437704119338013,-0.00853202376090657,-0.00661603775761278,-0.00137128798897528,-8.97215158156977e-05,0.000811893700496929,-0.00282906142098093,-0.00063781788911168,-0.00181594151949857,-0.00136853761615708,-0.00342663587830991,-0.000226476547350968,0.00217856158635054,-0.00234962200568118,-0.00342728132458923,-0.00358442689711375,-0.00149032042229837,0.00150756713984052,0.000407512968429188,-0.000905045250565858,0.0010938025316199,0.000105101300979606,3.50741339615638e-05,-0.000291249193657007
"Macropus_rufus",0.062245328942352,-0.0273056753071296,-0.0190933973858976,0.00185034296589376,0.0111649746604267,-0.0177339779624715,-0.00411733615721256,0.0102546734629257,-0.0218626271611484,-0.0194747035659928,-0.0129565188178952,-0.00968883348448676,0.00468139615772899,0.00233447658787564,-0.0129965166165951,-0.00126555402193188,-0.00234639093462228,0.00394313013023371,0.00261723572644232,-0.00445232231999701,0.00426615402030864,-0.00334760984225835,0.00336393593217393,0.00373636947271834,-0.00151509621848934,0.00727886175023921,0.00241186981390218,0.00270366491604832,-0.00245170597033894,-0.00363435243980461,-0.00145202111689453,0.000555093678025802,-0.000484601401347589,-0.000922865609684012,0.000245895964113381,0.000331786520066252,-0.000466477169341551,-0.000727406557098559,0.0003689728259217,-0.000485958357583852,0.000222623192485093
"Nambaroo_gillespieae",-0.0502729864552732,-0.0389261432803998,0.000505608589511507,0.0211805333504409,0.0203959579915409,0.011649358837259,0.0234952000634715,-0.0115424361936959,0.0152637618048268,-0.000869551839988315,0.00778739058586062,0.0035927464291943,-0.00589661822789051,0.00261123770693799,-0.000528958657552462,-0.00647739006614131,-0.000775521171762198,0.0118263325932944,-0.00208242515603505,-0.00694878455917288,0.00212707210778041,0.000117431824931582,0.000812968948785369,7.89374180284059e-05,0.00720267416513012,-0.00399713323406167,0.00291724957961613,0.00407359092489528,-0.00180868686368428,-0.00309437643289551,3.06918986912198e-05,-0.000295210333681366,0.00131474617356831,0.00121783292769331,0.000637620829672543,-0.000186774464896533,-0.000650213619436472,0.000860853070344387,0.000216251779149896,0.000610523718492973,-0.000304557999713586
"Onychogalea_fraenata",0.0113295283475442,0.00889421530977375,-0.0322749914531903,0.00980586020852419,0.0176850444720141,0.0173919732883889,-0.019957366834222,-0.0205427514716809,0.00308843459625737,-0.00320514621987375,-0.0142411304949534,-0.00592256659033847,0.00516127574195566,-0.00266505462128536,-0.00232456677755124,-0.00234366001810082,0.0136023286942576,0.00271030526289476,-0.00311013681642373,0.00884370947992245,0.0110460005118386,-0.00206424628122587,-0.00370374249394242,0.000326306028881887,0.00226545538334848,-0.000444940339801357,0.00113899932354509,-0.00256634315195732,-0.000511326909634362,0.000952082755008325,0.00234092372601607,-0.000172855321931525,0.00171828670000917,0.000528882170861722,-1.05551357182015e-05,0.000257892704997472,-0.000192547579175401,-0.000162215810047809,-0.000414158975132024,-0.000399022850213485,-0.000316219923878972
"Onychogalea_unguifera",0.0423705730461368,-0.0229584030126293,0.0020619098773485,0.00275365729398554,0.0204232905150365,0.00297227469800306,-0.0179724423703575,-0.0116642616266508,-0.0375820767871372,-7.88948351063054e-05,-0.0105821119653292,0.00174010462817892,0.0148431160136697,0.00251716492946158,0.0139499496847087,-0.00128125431382283,-0.000101826506265386,-0.00231437928450719,0.00359802561441196,-0.00146284555836735,-0.00262716669444221,-0.00582722107631925,-0.00291460307785941,0.00440183969927172,-0.00162762900698645,-0.00890942164987132,-0.000124699254475604,-0.0010391063126442,0.00286901868665276,-0.00139029343611534,-0.000529482060897692,0.000344012547910953,0.000180441258620825,-0.000611599841698268,3.24665740739711e-05,-0.000299065306050172,-0.00010371542378759,0.000512720186363201,-0.000446563027281294,0.000552527871347084,-0.000164084440557713
"Petrogale_assimilis",0.0134107309020518,0.0218692535137545,0.0135838943297859,-0.00506288725504861,0.00123552617662546,0.0124254831986069,0.0185083858006113,-0.00885958074249913,-0.00633843508362478,0.00848206952037681,0.00267333642309752,-0.00144708801411342,-0.00187788922292585,-0.00470854921016747,0.00872293860759188,0.01009268777398,0.00451972602965227,0.00119521628090588,0.00458155686993866,0.00318861387563402,0.00186169610367932,-0.00544281208710415,0.00696960556701294,-0.00302816734501405,-0.00226097043959101,0.00120027907999325,0.000763400450835368,-0.00209685669089085,-0.00372722045485682,0.000112660067966589,0.00128269888543795,-0.000108830164123256,8.35794873364968e-05,0.000906308479896279,0.00159953395546901,0.000501282758565678,0.00100377821790162,0.000887120019926362,-0.000229181540307774,0.000394976873331991,0.0011432333444735
"Petrogale_brachyotis",0.0120517914235211,0.0258960014545477,0.0121665344902993,0.00770165501968675,0.00167198208824197,-0.000968915367515726,0.00300143673176896,0.0163683522057221,0.00797693549454881,-0.0148748270482404,0.000234531373676188,0.00589279811192476,-0.0197230122079738,-0.00443238290008859,0.00899713556482114,-0.00285465803444956,-0.00396587126000541,0.0067546005997286,0.00422370554350722,-0.00364556036018633,0.00272125748247166,-0.00795093496410449,0.00372633260069278,0.00392297691796954,-0.00251249084673689,0.00146977756223924,0.00104193276621545,-0.00294829580406233,0.00154661003989404,0.00232720073267032,0.00208300798606282,-0.000714691475032057,0.0003907414116907,-6.33114781806516e-05,-0.000902301794573346,-0.00163680573453905,-0.00097537776150375,-0.00144538656373975,-0.00103466724717,0.000566038336862509,-0.000303729422821791
"Petrogale_burbigei",0.00113759526569033,0.0253999365021566,0.0227784699822578,-0.0360109236517536,-0.0123961756449772,0.0077749886714578,0.0215210368593247,1.64096954006515e-05,-0.0119651389642625,0.0189218358261833,-0.00231665993358102,-0.00251692645248245,0.00326685688653611,0.0151769305698962,-0.0037889871984965,-0.00184263474903325,0.00283126839757053,0.0074556747261284,-0.00596362423882342,0.00114867429313064,-0.00111026999558842,0.000831812909954553,0.00515587352025516,0.00102514054133212,-0.00413757510621349,-0.00229830624728155,0.00552116259663778,-0.0008018070302683,0.000486205729285243,-0.00226424345708957,-0.00180219103144546,-0.000847632800947366,0.000771206794093013,0.000332849138609134,-0.00158586965557211,-0.00102144018312745,0.000493577803085267,0.000211368870726862,0.00064702619933687,-0.000242958483485104,-0.000444687834768588
"Petrogale_herberti",0.0160587967315889,-0.00647245443265885,0.0476944909813858,-0.00301161075986491,0.0141180447340588,-0.00267024294285664,0.00592844788873575,-0.0098075828088173,0.00341398416974051,0.00379058791366261,-0.011481916801845,0.00911786760019268,-0.00438624593337434,-0.0187456708580875,-0.0038339259982581,0.00734013800933982,-0.00465786973515961,-0.00145242803993799,-0.00120468816109147,-0.00361775190284333,0.00408806010221386,0.00541585924422954,0.00281385179399907,-0.0037633991139047,0.000101993461614096,0.000359902508595865,0.00241793160408564,-0.00306794757523908,0.00213753162945666,-0.00198595141234227,0.000753723511583876,-0.00209868486304634,0.000660585577043859,-0.00089694197189192,-0.0017401383768725,0.00222520408549291,-0.000536802043918938,0.000185884466395488,-0.000635013976552431,-0.000348855034481347,-1.85281796512845e-05
"Petrogale_inornata",0.0299659351272346,-0.0266632241799413,0.0472746639387913,-0.00349610287472902,-0.0224087945893332,0.00750765616284359,-0.0147393870107382,0.0053427162709015,0.0196244835283539,-0.00560854945535047,-0.00808802530689557,0.0112619750825825,0.0126628036480715,-0.00091847095203287,-0.00162324576884055,0.0118351186531299,-0.00557249945528065,0.00288457759439564,-0.0132130152289402,0.0057755284196056,-0.00128732643946543,-0.0098562621574274,0.000612667064310025,5.14844121398205e-05,0.000767396311282827,-0.00119218805356607,-0.00249735105370882,0.000199699606247678,-0.0034614864697392,0.000880243915502537,-0.00231484629814205,0.000866878495162315,0.00103142317445121,0.000472583635337674,0.00076022696646863,0.000173484721180943,0.000428122827006602,-0.000917417963787292,0.000286081511617146,-0.000208575639512452,-0.000289378825806351
